id,address,bedroom_nums,bathroom_nums,car_spaces,land_size,price
10658,"4 Parker Avenue, Surf Beach",4,3,2,"1,207m²","$925,000"
10659,"13 South Street, Strathfield",4,3,5,"1,208m²","$6,200,000"
10660,"104 Oxford Street, Smithfield",3,1,1,"1,363m²","$1,712,000"
10661,"40B Berne Street, Bateau Bay",4,2,2,"1,274m²","$1,540,000"
10662,"6 Birdie Beach Drive, Lake Munmorah",6,3,2,"1,224m²","$1,500,000"
10663,"2 Camden Grove, Figtree",4,2,1,"1,322m²","$1,150,000"
10664,"422 The Entrance Road, Erina Heights",4,3,2,"1,305m²","$1,105,000"
10665,"63-65 Uralba Street, Figtree",4,2,2,"1,353m²","$1,025,000"
10666,"18 Nyara Road, Mount Kuring-Gai",4,2,2,"1,220m²","$1,962,000"
10667,"1239 Old Northern Road, Middle Dural",4,3,2,"1,264m²","$1,900,000"
10668,"20 Bowral Close, Hornsby Heights",4,2,2,"1,267m²","$1,570,000"
10669,"90 Hawthorne Road, Bargo",3,2,2,"1,208m²","$830,000"
10670,"38 Panorama Crescent, Wentworth Falls",3,1,1,"1,389m²","$840,000"
10671,"102 Forest Road, Miranda",5,3,1,"1,296m²","$1,800,000"
10672,"75 Melaleuca Drive, Yamba",5,4,3,"1,366m²","$1,400,000"
10673,"Address available on request, Wallsend",3,1,10,"1,350m²","$700,000"
10674,"13 Snugglepot Drive, Faulconbridge",5,2,5,"1,208m²","$1,370,000"
10675,"44 Cobham St, Yanderra",4,1,1,"1,315m²","$805,000"
10676,"38 Alcheringa Road, Kelso",4,2,6,"1,200m²","$630,000"
10677,"1 Ferrier Court, Casino",4,2,1,"1,300m²","$572,000"
10678,"50 First Avenue, Katoomba",5,2,3,"1,328m²","$975,000"
10679,"6 Sackville Street, Hill Top",4,2,2,"1,366m²","$930,000"
10680,"18-20 Russell Street, Parkes",3,2,2,"1,237m²","$485,000"
10681,"12 Jenolan Circuit, Harrington Park",5,3,3,"1,207m²","$2,850,000"
10682,"38 Catalina Drive, Catalina",4,3,4,"1,237m²","$850,000"
10683,"12 Lorn Street, Collector",3,1,1,"1,347m²","$750,000"
10684,"7 Jean Street, North Rocks",5,3,5,"1,277m²","$3,400,000"
10685,"381 Remembrance Driveway, Camden Park",4,3,6,"1,214m²","$1,115,000"
10686,"70 Delmar Parade, Dee Why",3,1,1,"1,378m²","$3,100,000"
10687,"308 Pittwater Road, East Ryde",5,3,3,"1,347m²","$2,200,000"
10688,"23 Billson Place, Glenroy",3,2,2,"1,211m²","$740,000"
10689,"22 Prince Street, Springwood",4,1,3,"1,391m²","$1,055,000"
10690,"15 Bellbird Close, Surfside",5,2,4,"1,300m²","$865,000"
10691,"97 Romney Street, Mulwala",3,1,1,"1,365m²","$540,000"
10692,"58 St Johns Avenue, Gordon",4,2,3,"1,322m²","$4,250,000"
10693,"86 Boronia Street, South Wentworthville",3,2,2,"1,284m²","$1,661,000"
10694,"5 Harrow Circuit, Greta",4,2,4,"1,230m²","$1,250,000"
10695,"2 Vales Road, Mannering Park",2,1,2,"1,353m²","$795,000"
10696,"31 Irrubel Road, Newport",7,4,6,"1,297m²","$3,950,000"
10697,"85 Aiken Road, West Pennant Hills",6,3,,"1,298m²","$2,805,000"
10698,"34 Mairinger Crescent, Bowral",4,2,6,"1,218m²","$1,450,000"
10699,"61 & 63 Bradley Street, Goulburn",6,2,,"1,226m²","$890,000"
10700,"54 Windang Road, Primbee",4,2,2,"1,377m²","$1,110,000"
10701,"3 Claymore Road, Estella",4,2,3,"1,207m²","$1,039,000"
10702,"11 Catherine Street, Armidale",5,4,3,"1,257m²","$877,500"
10703,"8 Observation Avenue, Batehaven",5,2,5,"1,341m²","$1,750,000"
10704,"16 Willis Street, Oakdale",5,2,2,"1,365m²","$1,070,000"
10705,"59 Brayton Road, Marulan",4,2,4,"1,271m²","$758,000"
10706,"24 Fisher Street, Bellbird",2,1,1,"1,335m²","$515,000"
10707,"5 Burns Avenue, Macquarie Fields",3,1,2,"1,265m²","$1,170,000"
10708,"9-11 Griffin Parade, Illawong",4,3,2,"1,385m²","$2,088,000"
10709,"12 Snowgum Drive, Bilambil Heights",4,2,3,"1,240m²","$1,200,000"
10710,"25 Whimbrel Avenue, Berkeley",4,3,4,"1,287m²","$1,200,000"
10711,"7 Birugan Close, Valla Beach",4,2,2,"1,400m²","$880,000"
10712,"26 Surrey Street, Epping",4,3,2,"1,214m²","$3,625,000"
10713,"70 Duke Street, Grafton",4,3,2,"1,290m²","$470,000"
10714,"1 Delecta Avenue, Avalon Beach",4,2,2,"1,252m²","$4,600,000"
10715,"1A McGregor Street, Uralla",3,1,4,"1,286m²","$540,000"
10716,"673 Great Western Highway, Faulconbridge",5,2,2,"1,327m²","$950,000"
10717,"14 Sayers Street, Lawson",3,1,,"1,400m²","$772,500"
10718,"81 Brooklands Street, Crookwell",4,1,2,"1,393m²","$627,000"
10719,"26 Albany Street, Point Frederick",4,3,3,"1,211m²","$2,850,000"
10720,"6 Haig Avenue, Georges Hall",3,1,2,"1,214m²","$2,221,000"
10721,"111 Robertson Street, Guildford",3,1,2,"1,340m²","$2,200,000"
10722,"56 Kiparra Street, West Pymble",5,3,3,"1,242m²","$3,160,000"
10723,"41 Jasper Road, Baulkham Hills",4,1,3,"1,386m²","$2,570,000"
10724,"47 Coveny Street, Doonside",3,2,1,"1,214m²","$1,380,000"
10725,"27 Tallean Road, Nelson Bay",3,2,2,"1,252m²","$1,200,000"
10726,"33 Hilton Road, Springwood",3,1,,"1,322m²","$860,000"
10727,"30 Cassidy, Queanbeyan",4,1,8,"1,252m²","$850,000"
10728,"9 Spring Street, Lithgow",3,1,1,"1,269m²","$615,000"
10729,"8 Weeronga Way, Ocean Shores",5,3,3,"1,233m²","$1,481,000"
10730,"6 Balstoni Place, Tamworth",4,2,5,"1,270m²","$885,000"
10731,"91 Cambridge Street, Copmanhurst",2,1,1,"1,328m²","$372,000"
10732,"28 Jacaranda Drive, Jerrabomberra",6,3,,"1,275m²","$1,271,000"
10733,"10 Woodward Street, Gloucester",4,2,2,"1,244m²","$775,000"
10734,"8 Wolfe Street, Maitland",5,2,4,"1,277.7m²","$770,000"
10735,"36 Carcoar Street, Spring Hill",4,2,4,"1,214m²","$755,000"
10736,"267 River Street, Greenhill",4,1,1,"1,207m²","$365,000"
10737,"18 North Parade, Blackalls Park",3,2,4,"1,289m²","$1,200,000"
10738,"2 Tara Road, Blacktown",2,1,4,"1,239m²","$1,060,000"
10739,"106 & 108 Cox Ave, Penrith",6,2,4,"1,296m²","$2,550,000"
10740,"5 Dolan Court, Mathoura",4,2,2,"1,304m²","$490,000"
10741,"113 Rex Road, Georges Hall",4,1,1,"1,289m²","$2,200,000"
10742,"220 Lieutenant Bowen Drive, Bowen Mountain",2,1,3,"1,267m²","$720,000"
10743,"96 Main Road, Toukley",5,3,2,"1,273m²","$1,100,000"
10744,"69 Bright Street, East Lismore",4,2,2,"1,233m²","$700,000"
10745,"7 & 7A Wilkerson Place, Dungog",4,2,3,"1,205m²","$615,000"
10746,"7 Vintage Court, Watanobbi",2,1,,"1,215m²","$830,000"
10747,"5 Tahlee Street, Burwood",5,1,4,"1,259m²","$5,000,000"
10748,"23 Morandoo Road, Elanora Heights",5,4,2,"1,220m²","$3,515,000"
10749,"1 Ellis Street, Condell Park",3,1,2,"1,328m²","$1,750,000"
10750,"2A Arianna Avenue, Normanhurst",5,2,2,"1,260m²","$2,240,000"
10751,"19 Haydon Street, Murrurundi",3,1,1,"1,310m²","$365,000"
10752,"25 Orient Street, Mittagong",4,1,5,"1,392m²","$1,085,000"
10753,"34 Highland Avenue, Bankstown",4,1,1,"1,214m²","$1,800,000"
10754,"21 Stanley Park Road, Wollongbar",5,2,1,"1,389m²","$1,000,000"
10755,"18 Simms Drive, Bungendore",4,2,2,"1,218m²","$950,000"
10756,"82-84 Boreas Street, Blackheath",2,2,,"1,394m²","$1,200,000"
10757,"321 Marrickville Road, Marrickville",4,4,4,"1,258m²","$4,600,000"
10758,"4 Cyrus Avenue, Wahroonga",6,4,2,"1,284m²","$4,550,000"
10759,"68 Chapman Parade, Faulconbridge",4,2,3,"1,201m²","$1,150,000"
10760,"21 Greenview Close, Forster",3,2,2,"1,226m²","$840,000"
10761,"9 The Eagles Nest, Tallwoods Village",5,3,2,"1,229m²","$790,000"
10762,"9 Wigan Avenue, Armidale",4,3,6,"1,288m²","$620,000"
10763,"34A Sowerby Street, Muswellbrook",3,1,1,"1,322m²","$480,000"
10764,"17 Singles Ridge Road, Winmalee",3,1,2,"1,232m²","$830,000"
10765,"48 Lucasville Road, Glenbrook",4,2,1,"1,267m²","$2,100,000"
10766,"21 Piggott Place, Blayney",5,2,2,"1,237m²","$750,000"
10767,"32-34 Evans Road, Telopea",5,3,4,"1,283.6m²","$3,650,000"
10768,"77F Roland Avenue, Wahroonga",4,2,2,"1,397m²","$1,760,000"
10769,"15A South Kiama Drive, Kiama Heights",3,2,2,"1,331m²","$1,170,000"
10770,"12 Baker Street, New Lambton",3,2,1,"1,264m²","$906,000"
10771,"4 Coleridge Street, Pymble",5,3,2,"1,353m²","$4,350,000"
10772,"7 Woodberry Road, Tarro",5,2,6,"1,200m²","$1,003,000"
10773,"7 Korff Street, Coffs Harbour",5,2,2,"1,252.3m²","$875,000"
10774,"32 Palmer Crescent, Gunnedah",5,1,2,"1,228m²","$530,000"
10775,"19 Skye Point Road, Coal Point",4,2,6,"1,396m²","$1,200,000"
10776,"53 Brayton Road, Marulan",3,1,2,"1,271m²","$612,000"
10777,"3 Tallwoods Grove, Dubbo",4,2,2,"1,208m²","$1,030,000"
10778,"4 Maple Court, Dubbo",4,1,4,"1,209m²","$510,000"
10779,"2 Kareen Place, Scone",5,2,2,"1,231m²","$760,000"
10780,"31 Hollymount View, Woonona",4,3,2,"1,400m²","$2,820,000"
10781,"21 Denise Drive, Lilli Pilli",4,3,2,"1,258m²","$2,800,000"
10782,"172 Russell Road, New Lambton",5,3,2,"1,385m²","$2,450,000"
10783,"35 The Dress Circle, Tura Beach",5,3,2,"1,202m²","$1,700,000"
10784,"141 Kanahooka Road, Kanahooka",4,1,8,"1,270m²","$1,450,000"
10785,"22 Ocean View Drive, Alstonville",3,2,3,"1,314m²","$1,300,000"
10786,"29 Mary Street, Lawson",4,2,4,"1,397m²","$1,150,000"
10787,"3 Corderoy Place, Wallerawang",4,2,2,"1,234m²","$625,000"
10788,"38 Victoria Street, Katoomba",3,1,1,"1,300m²","$808,000"
10789,"9 Clyde Street, Braidwood",3,1,3,"1,289m²","$760,000"
10790,"2 Nathaniel Pidgeon Drive, Armidale",3,1,2,"1,223m²","$515,000"
10791,"245 Gunnedah Road, Tamworth",3,1,3,"1,208m²","$445,000"
10792,"18 Dobbys Crescent, Terranora",3,2,5,"1,320m²","$1,360,000"
10793,"78 Railway Terrace, Willow Vale",3,2,4,"1,391m²","$1,040,000"
10794,"105 Melba Drive, East Ryde",3,1,3,"1,309m²","$2,085,000"
10795,"57 Florence Terrace, Scotland Island",5,3,,"1,362m²","$4,225,000"
10796,"7 Blaxland Avenue, Leura",4,3,2,"1,289m²","$2,700,000"
10797,"26 Ranch Avenue, Glenbrook",4,2,2,"1,290m²","$1,550,000"
10798,"352 Tuggerawong Road, Tuggerawong",3,4,7,"1,395m²","$1,270,000"
10799,"35 Highland Way, Bolwarra Heights",5,2,2,"1,304m²","$1,180,000"
10800,"95 Hawkesbury Road, Springwood",3,3,2,"1,303m²","$1,080,000"
10801,"5 Colville Road, Yellow Rock",3,1,2,"1,312m²","$870,000"
10802,"34 Ridge Street, Lawson",3,1,2,"1,273m²","$785,000"
10803,"4 Mount Waring Road, Toronto",4,2,4,"1,334m²","$880,000"
10804,"4 Wattlebird Place, Orange",4,2,3,"1,262m²","$849,990"
10805,"5 Ironwood Close, Caves Beach",4,2,2,"1,228m²","$1,750,000"
10806,"87 Kanimbla Valley Road, Mount Victoria",4,2,2,"1,397m²","$1,600,000"
10807,"9 Bowerbird Street, Maryland",3,1,4,"1,384m²","$861,000"
10808,"74 Wellington Road, East Lindfield",5,2,2,"1,296m²","$4,180,000"
10809,"27 Fiona Road, Beecroft",6,2,2,"1,214m²","$2,800,000"
10810,"65a Patrick Crescent, Saratoga",5,3,2,"1,384m²","$2,200,000"
10811,"21 Leslie Road, Glenbrook",5,3,2,"1,273m²","$3,100,000"
10812,"48 Thompson St, Scotland Island",2,1,,"1,299m²","$1,175,000"
10813,"38 Todman Avenue, West Pymble",4,2,3,"1,391m²","$2,813,000"
10814,"35 Addison Road, Culburra Beach",4,2,2,"1,353m²","$1,200,000"
10815,"12 Poplar Avenue, Unanderra",3,1,1,"1,243m²","$1,050,000"
10816,"1 Donoghoe Place, Bungendore",4,2,2,"1,251m²","$965,000"
10817,"50 Railway Terrace, Willow Vale",3,1,1,"1,394m²","$967,000"
10818,"9 Stephen Avenue, Ryde",6,4,2,"1,213m²","$2,800,000"
10819,"12 Millfield Road, Millfield",3,2,2,"1,234m²","$550,000"
10820,"13 Endeavour Road, Georges Hall",2,1,1,"1,214m²","$1,810,000"
10821,"3 Dragonfly Place, Nelson Bay",4,2,4,"1,245m²","$1,625,000"
10822,"32-34 Jean Avenue, Berkeley Vale",5,3,2,"1,254m²","$1,230,000"
10823,"44 Hawthorne Road, Bargo",4,2,2,"1,208m²","$1,225,000"
10824,"10 Hesperus Street, Pymble",6,5,2,"1,315m²","$5,700,000"
10825,"96 Sutherland Road, Beecroft",5,3,2,"1,384m²","$4,704,000"
10826,"15 North Arm Road, Middle Cove",5,3,2,"1,227m²","$4,300,000"
10827,"9 Randolph Street, Wahroonga",3,2,2,"1,226m²","$3,560,000"
10828,"145B Copeland Road East, Beecroft",5,3,2,"1,248m²","$3,000,000"
10829,"16 Milner Avenue, Hornsby",6,4,2,"1,306m²","$2,641,000"
10830,"47 Glen Alpine Drive, Glen Alpine",4,3,3,"1,233m²","$1,600,000"
10831,"14 Edinburgh Drive, Taree",3,1,1,"1,341m²","$390,000"
10832,"4 Arthur Place, Forresters Beach",4,4,2,"1,239m²","$1,980,000"
10833,"24 Sovereign Close, Floraville",5,3,2,"1,308m²","$1,400,000"
10834,"13 Fraser Road, Killcare",3,1,1,"1,303m²","$1,200,000"
10835,"6 Peard Close, Eglinton",4,2,2,"1,395m²","$995,000"
10836,"8 Rickard Road, Warrimoo",5,2,1,"1,241m²","$895,000"
10837,"34 Olivet Street, Glenbrook",4,2,3,"1,265m²","$1,250,000"
10838,"32 Congewai Road, Paxton",4,3,4,"1,393m²","$795,000"
10839,"14 Acacia Road, Berowra",4,2,4,"1,274m²","$1,720,000"
10840,"4 Ross Crescent, Blaxland",4,3,,"1,264m²","$1,150,000"
10841,"6 Rankin Street, Woodstock",3,1,5,"1,345m²","$435,000"
10842,"308 Bobbin Head Road, Turramurra",4,4,2,"1,227m²","$4,360,000"
10843,"51 Buena Vista Avenue, Denistone",4,2,2,"1,220m²","$1,835,000"
10844,"10 Boondah Place, Warrawee",4,2,1,"1,227m²","$4,900,000"
10845,"72 Cabarita Road, Avalon Beach",4,3,2,"1,207m²","$4,650,000"
10846,"34 Prince Alfred Parade, Newport",4,2,2,"1,360m²","$4,600,000"
10847,"27 Golf Avenue, Mollymook",4,3,2,"1,220m²","$2,300,000"
10848,"71 Becky Avenue, North Rocks",4,2,2,"1,207.75m²","$1,500,000"
10849,"27 Newth Place, Surf Beach",4,2,2,"1,361m²","$1,165,000"
10850,"3 - 5 Mclean Street, Coffs Harbour",24,16,10,"1,244.4m²","$1,800,000"
10851,"8-10 Pont Close, Tenambit",6,4,5,"1,330m²","$960,000"
10852,"5 Hull Close, Coffs Harbour",5,3,2,"1,265m²","$847,000"
10853,"9 Thomson Parade, Dalmeny",3,2,1,"1,385m²","$690,000"
10854,"63 Main Street, Cudal",4,1,1,"1,353m²","$435,000"
10855,"104 Carrington Street, West Wallsend",3,2,3,"1,327m²","$830,000"
10856,"96 Sladden Road, Yarrawarrah",4,2,2,"1,207.7m²","$1,510,000"
10857,"51 Henry Lawson Drive, Terranora",4,2,3,"1,323m²","$1,000,000"
10858,"24 Hyland Drive, Bungendore",4,2,4,"1,350m²","$940,000"
10859,"18 Tarana Road, Oberon",4,2,4,"1,300m²","$655,000"
10860,"1 Westbourne Avenue, Wentworth Falls",3,2,1,"1,270m²","$1,257,000"
10861,"9 Mona Road, Woodford",4,1,1,"1,200m²","$810,000"
10862,"80 Shepherd Street, Bowral",4,3,1,"1,300m²","$2,000,000"
10863,"2 Ken Hall Place, Agnes Banks",5,2,4,"1,300m²","$1,460,000"
10864,"28 Hamilton Close, Niagara Park",5,2,4,"1,271m²","$1,177,000"
10865,"1 Wee Waa Street, Boggabri",3,1,4,"1,349m²","$360,000"
10866,"93 Beechworth Road, Pymble",5,3,2,"1,328m²","$5,700,000"
10867,"100 Otford Road, Otford",4,2,1,"1,267.6m²","$1,310,000"
10868,"45 Chapman Avenue, Linden",3,4,,"1,322m²","$890,000"
10869,"561 Hawkesbury Road, Winmalee",4,2,6,"1,375m²","$1,130,000"
10870,"10 Purcell Street, Portland",3,1,4,"1,277m²","$440,000"
10871,"28 Redman Road, Dee Why",5,2,3,"1,347m²","$3,000,000"
10872,"411 & 413 Pacific Highway, Asquith",7,4,4,"1,352.6m²","$2,950,000"
10873,"17 William Avenue, Camden",5,3,2,"1,340m²","$1,696,000"
10874,"27 Hillside Avenue, St Ives",4,3,2,"1,284m²","$2,500,000"
10875,"36 Caber Close, Dural",4,2,2,"1,235m²","$1,900,000"
10876,"9 Old Southern Road, Yanderra",3,1,1,"1,220m²","$570,000"
10877,"30 Wattle Street, Killara",5,3,4,"1,274m²","$6,510,000"
10878,"19 Essex Street, Lawson",4,2,4,"1,252m²","$1,120,000"
10879,"3 Bonner Street, Lloyd",5,2,4,"1,203m²","$1,039,000"
10880,"30 Samuel Street, Cliftleigh",4,2,2,"1,224m²","$910,000"
10881,"53 Hunter Street, Greta",4,1,6,"1,317m²","$805,000"
10882,"34 Churchill Avenue, Kooringal",5,2,2,"1,234m²","$682,500"
10883,"59 Evans Street, Moruya",4,2,2,"1,208m²","$650,000"
10884,"49 Hunter Avenue, St Ives",4,2,2,"1,200m²","$2,100,000"
10885,"9 The Bartizan, Umina Beach",5,3,2,"1,321m²","$1,850,000"
10886,"28 Cleveland Street, Cameron Park",4,2,2,"1,379m²","$840,000"
10887,"6 Gainsborough Way, Goonellabah",4,2,2,"1,337m²","$720,000"
10888,"26 Morris Avenue, Wahroonga",4,2,2,"1,297m²","$2,751,000"
10889,"59 Queen Street, Uralla",3,1,1,"1,359m²","$430,000"
10890,"24 Berith Street, Wheeler Heights",4,3,3,"1,208m²","$2,575,000"
10891,"5 Banjo Court, Terranora",5,3,6,"1,362m²","$1,725,000"
10892,"4 McKenzie Avenue, Wollongong",4,2,3,"1,271m²","$1,520,000"
10893,"7 Bellbush Close, Jerrabomberra",5,3,4,"1,375m²","$1,635,000"
10894,"7 Vera Street, Hill Top",3,2,1,"1,346m²","$1,150,000"
10895,"26 Sir James Fairfax Circuit, Bowral",4,3,2,"1,302m²","$2,500,000"
10896,"40 Carnarvon Road, Roseville",5,3,2,"1,290m²","$4,000,000"
10897,"137 New Mount Pleasant Road, Mount Pleasant",6,3,2,"1,334m²","$1,860,000"
10898,"2494 Big River Way, Ulmarra",3,2,4,"1,387m²","$465,000"
10899,"25 Coolawin Road, Northbridge",6,2,1,"1,345m²","$11,950,000"
10900,"51 Westbrook Avenue, Wahroonga",3,1,3,"1,347m²","$3,960,000"
10901,"68 Woy Woy Road, Woy Woy",3,2,1,"1,277m²","$925,000"
10902,"9 Claret Ash Close, Toronto",4,3,3,"1,266m²","$940,000"
10903,"13 Rileys Hill Road, Rileys Hill",3,2,,"1,303m²","$620,000"
10904,"73 Lincoln Street, Gunnedah",4,1,1,"1,400m²","$555,000"
10905,"58 Grover Avenue, Cromer",5,3,2,"1,263m²","$2,820,000"
10906,"23 Hyland Drive, Bungendore",4,2,2,"1,226m²","$985,000"
10907,"3A & 5 Albury Street, Abermain",5,2,2,"1,383m²","$710,000"
10908,"19 Smith Street, Kyogle",3,1,4,"1,214m²","$535,000"
10909,"143 Wallumatta Road, Newport",3,2,1,"1,296m²","$2,150,000"
10910,"22 Kobada Avenue, Lilli Pilli",3,1,3,"1,315m²","$780,000"
10911,"115 Butler Street, Armidale",5,2,2,"1,338m²","$770,000"
10912,"17 Boyd Street, Swansea",4,2,2,"1,277m²","$2,700,000"
10913,"121 Railway Road, Warnervale",5,2,6,"1,397m²","$1,280,000"
10914,"74 Banksia Street, Colo Vale",5,2,2,"1,280m²","$1,039,344"
10915,"36 Redford Drive, Skennars Head",4,2,3,"1,229m²","$1,500,000"
10916,"10 Park Avenue, Portland",3,2,4,"1,267m²","$638,000"
10917,"3-5 Tomah Place, Westleigh",4,3,2,"1,329m²","$3,365,000"
10918,"219 Midson Road, Epping",4,1,2,"1,234m²","$3,030,000"
10919,"60 Killeaton Street, St Ives",4,3,2,"1,233m²","$3,480,000"
10920,"5 Villiers Road, Padstow Heights",4,3,4,"1,271m²","$2,725,000"
10921,"89 Carrington Parade, New Lambton",5,3,4,"1,306m²","$2,700,000"
10922,"9 Larkswing Close, Berkeley Vale",5,3,3,"1,284m²","$1,785,000"
10923,"49 Horsfield Road, Horsfield Bay",4,3,2,"1,290m²","$1,470,000"
10924,"9 Plane Tree Drive, Narellan Vale",4,3,3,"1,217m²","$1,450,000"
10925,"29 Quays Drive, West Ballina",4,2,2,"1,240m²","$1,200,000"
10926,"377-379 Castlereagh Road, Agnes Banks",4,2,3,"1,239m²","$1,095,000"
10927,"2 Cobham Street, Yanderra",4,2,4,"1,284m²","$977,000"
10928,"49 Greenbank Drive, Glenhaven",4,3,2,"1,292m²","$2,130,000"
10929,"173 Glad Gunson Drive, Eleebana",5,2,2,"1,351m²","$1,710,000"
10930,"8 Addison Road, Bolwarra",3,1,6,"1,288m²","$880,000"
10931,"290 Kurmond Road, Freemans Reach",4,1,2,"1,212m²","$765,000"
10932,"18 Georgia Avenue, Wyoming",4,4,4,"1,275m²","$1,717,770"
10933,"12 Lomandra Avenue, Caniaba",4,2,3,"1,214m²","$1,040,000"
10934,"19 COCHRANE STREET, Kooringal",2,1,2,"1,220m²","$425,000"
10935,"29 Greenacre Road, Greenacre",6,3,6,"1,347m²","$2,515,000"
10936,"91 Chester Hill Road, Bass Hill",3,3,4,"1,220m²","$1,910,000"
10937,"13 Government Road, Holmesville",4,1,4,"1,258m²","$930,000"
10938,"66 Killarney Crescent, Skennars Head",5,3,2,"1,311m²","$2,500,000"
10939,"68 Beaumont Drive, East Lismore",4,3,2,"1,378m²","$829,000"
10940,"21 Just Street, Goonellabah",3,3,2,"1,220m²","$720,000"
10941,"12 Macquarie Street, Lansdowne",4,2,4,"1,318m²","$600,000"
10942,"6 MacKellar Place, Jerrabomberra",5,2,2,"1,294m²","$1,370,000"
10943,"3 Sea Eagle Crescent, Caves Beach",5,3,2,"1,206m²","$1,700,000"
10944,"21 Second Avenue, Bundabah",3,1,,"1,271m²","$490,000"
10945,"12 Rosebery Street, Wentworth Falls",5,3,4,"1,341m²","$1,735,000"
10946,"115 Emu Plains Road, Mount Riverview",5,2,4,"1,243m²","$1,170,000"
10947,"58-60 Cumberland Road, Greystanes",3,2,3,"1,372m²","$2,700,000"
10948,"27 Cooksey Close, Waratah West",4,3,4,"1,221m²","$1,375,000"
10949,"24 Waite Street, Moss Vale",3,1,1,"1,301m²","$850,000"
10950,"37 Bergalia Street, Moruya",3,1,4,"1,285m²","$625,000"
10951,"137 Holt Road, Taren Point",5,3,4,"1,277m²","$3,705,000"
10952,"12 Canomii Close, Nelson Bay",4,3,2,"1,227m²","$2,950,000"
10953,"55 Womurrung Avenue, Castle Hill",6,6,8,"1,381m²","$6,100,000"
10954,"83 Silverdale Road, Silverdale",5,2,8,"1,203m²","$1,230,000"
10955,"19 Viewland Street, Bundanoon",4,2,2,"1,335m²","$1,010,000"
10956,"4 Stuart Street, Lorn",3,2,3,"1,214m²","$958,000"
10957,"9 Tom Thumb Place, Yamba",4,2,5,"1,200m²","$1,140,000"
10958,"24 Amber Drive, Lennox Head",5,3,2,"1,364m²","$1,720,000"
10959,"173 Woodville Road, Merrylands",3,1,1,"1,214m²","$970,000"
10960,"7 Banksia Grove, Malua Bay",4,3,2,"1,208m²","$1,190,000"
10961,"32 Chapman Street, Callala Bay",3,2,3,"1,214m²","$1,055,000"
10962,"176 Queen Street, Muswellbrook",5,3,2,"1,218m²","$710,000"
10963,"46 Lord Street, Laurieton",4,2,3,"1,252m²","$1,000,000"
10964,"10 Albion Avenue, Merrylands",4,1,4,"1,200.14m²","$2,730,000"
10965,"113 Hillside Road, Avoca Beach",4,2,2,"1,258m²","$2,320,000"
10966,"32 Hinchinbrook Court, Thurgoona",4,2,2,"1,314m²","$1,150,000"
10967,"81 Markham Street, Armidale",3,2,,"1,240m²","$460,000"
10968,"19 Balfour Street, Lindfield",5,3,2,"1,252.25m²","$5,250,000"
10969,"7 Cooma Avenue, Goulburn",4,1,,"1,299m²","$572,000"
10970,"11 Fairlight Ave, Killara",6,3,2,"1,359m²","$4,300,000"
10971,"67C Georges River Crescent, Oyster Bay",4,2,2,"1,257m²","$2,200,000"
10972,"15 Karina Place, Bolton Point",4,2,2,"1,299m²","$1,115,000"
10973,"12 Teal Close, Lakewood",3,2,2,"1,274m²","$750,000"
10974,"192 Megalong St, Leura",2,1,1,"1,213m²","$1,020,000"
10975,"26 Moons Avenue, Lugarno",4,3,2,"1,246m²","$2,575,000"
10976,"11 Hume Road, Lapstone",3,1,2,"1,246m²","$1,157,100"
10977,"17 Stanley Drive, Beechwood",4,2,2,"1,345m²","$930,000"
10978,"30 Lakeside Drive, Casino",5,2,1,"1,254m²","$825,000"
10979,"313 Lambert Street, Bathurst",10,4,4,"1,283m²","$1,025,000"
10980,"98 Pacific Highway, Charlestown",3,1,1,"1,309m²","$670,000"
10981,"8 Carcoar Street, Orange",2,1,2,"1,339m²","$550,000"
10982,"29 Uralla, Uralla",3,1,3,"1,263m²","$465,000"
10983,"9 Smith St, Kyogle",3,2,1,"1,214m²","$645,000"
10984,"4 Briner Street, Macksville",2,1,2,"1,284m²","$420,000"
10985,"13 Tranquil Bay Place, Rosedale",4,3,2,"1,300m²","$1,370,000"
10986,"13 Olive Avenue, Phegans Bay",5,2,4,"1,246m²","$1,040,000"
10987,"12 Graham Drive, Kelso",4,2,2,"1,260m²","$865,000"
10988,"5 Sunvale Crescent, Estella",4,2,2,"1,252m²","$588,000"
10989,"76a Schofields Farm Road, Schofields",5,3,3,"1,321m²","$2,700,000"
